source,destination,path,cost
0,330,0_10_81_330,5
0,331,0_10_210_331,5
0,331,0_486_68_331,6
0,332,0_486_224_332,7
0,332,0_271_488_54_332,7
0,332,0_444_493_399_332,7
0,333,0_248_379_182_333,6
0,333,0_444_493_167_163_40_349_333,9
0,334,0_271_488_184_334,8
0,334,0_444_57_365_334,8
0,334,0_444_328_294_335_334,8
0,334,0_486_76_334,8
0,334,0_248_328_294_335_334,8
0,335,0_248_328_294_335,6
0,335,0_444_328_294_335,6
0,336,0_444_67_336,8
0,336,0_118_137_336,8
0,337,0_248_442_398_337,8
0,337,0_444_493_91_269_337,8
0,337,0_248_328_246_337,8
0,337,0_486_337,8
0,337,0_444_328_246_337,8
0,338,0_444_67_338,7
0,338,0_248_328_437_87_172_338,8
0,338,0_486_424_430_243_338,8
0,338,0_486_289_174_243_338,8
0,338,0_444_328_437_87_172_338,8
0,338,0_271_488_87_172_338,8
0,338,0_225_139_320_172_338,8
0,338,0_444_430_243_338,8
0,339,0_444_493_167_163_339,8
0,339,0_248_442_398_339,8
0,339,0_486_107_115_339,8
0,340,0_486_68_448_340,7
0,340,0_486_242_207_448_340,8
0,341,0_486_242_207_5_33_341,8
0,341,0_486_68_297_234_33_341,8
0,341,0_10_251_409_186_341,8
0,341,0_444_493_422_229_213_33_341,8
0,342,0_486_242_342,5
0,342,0_486_68_448_207_242_342,8
0,342,0_486_68_127_242_342,8
0,343,0_486_424_425_343,6
0,343,0_486_68_202_188_343,8
0,343,0_10_251_424_425_343,8
0,343,0_444_430_424_425_343,8
0,344,0_271_63_344,7
0,344,0_486_242_164_344,8
0,344,0_248_97_383_72_344,8
0,344,0_486_289_383_72_344,8
0,344,0_225_139_320_344,8
0,345,0_444_493_422_345,5
0,345,0_444_493_167_163_345,6
0,346,0_363_2_216_346,7
0,346,0_486_424_51_206_346,9
0,346,0_10_392_216_346,9
0,346,0_486_224_74_321_216_346,9
0,346,0_10_454_346,9
0,346,0_486_76_450_315_321_216_346,9
0,346,0_248_97_479_384_206_346,9
0,346,0_486_289_276_2_216_346,9
0,346,0_486_289_82_180_206_346,9
0,347,0_363_489_347,7
0,347,0_486_424_347,7
0,348,0_10_210_476_245_482_348,10
0,348,0_444_388_372_309_482_348,10
0,348,0_444_328_294_335_290_353_348,10
0,348,0_444_493_167_163_482_348,10
0,348,0_10_210_476_290_353_348,10
0,348,0_248_328_294_335_290_353_348,10
0,349,0_248_379_182_333_349,7
0,349,0_444_493_167_163_40_349,8
0,350,0_248_97_383_158_350,7
0,350,0_444_493_422_229_158_350,7
0,350,0_486_289_383_158_350,7
0,351,0_444_493_422_77_183_351,9
0,351,0_486_107_115_351,9
0,352,0_444_328_256_352,10
0,352,0_10_210_476_313_352,10
0,352,0_248_328_256_352,10
0,353,0_444_328_294_335_290_353,8
0,353,0_248_328_294_335_290_353,8
0,353,0_10_210_476_290_353,8
0,354,0_444_493_142_38_354,6
0,354,0_444_461_9_354,7
0,355,0_444_493_422_355,8
0,355,0_225_123_422_355,10
0,355,0_486_76_450_300_201_355,10
0,355,0_444_493_167_125_201_355,10
0,355,0_444_493_422_345_201_355,10
0,356,0_486_68_448_457_268_356,8
0,356,0_491_110_268_356,8
0,357,0_10_251_409_357,6
0,357,0_486_68_297_375_357,7
0,358,0_10_81_330_358,6
0,358,0_225_81_330_358,6
0,359,0_10_210_98_359,7
0,359,0_444_493_399_98_359,8
0,360,0_363_2_360,7
0,360,0_444_360,9
0,360,0_225_59_439_260_360,9
0,360,0_486_289_276_2_360,9
0,360,0_486_424_425_439_260_360,9
0,360,0_444_493_422_53_360,9
0,361,0_361,4
0,361,0_444_388_361,5
0,362,0_10_251_409_362,7
0,362,0_225_81_10_251_409_362,9
0,362,0_486_424_251_409_362,9
0,363,0_363,4
0,363,0_225_123_363,7
0,364,0_225_414_364,6
0,364,0_248_97_479_364,7
0,365,0_444_57_365,5
0,365,0_486_68_14_365,7
0,365,0_10_210_365,7
0,365,0_10_210_57_365,7
0,365,0_248_14_365,7
0,366,0_271_488_11_366,6
0,366,0_444_388_11_366,6
0,367,0_225_367,6
0,367,0_10_380_378_367,8
0,367,0_363_380_378_367,8
0,367,0_10_251_409_378_367,8
0,367,0_10_81_225_367,8
0,368,0_248_97_368,5
0,368,0_248_97_479_368,7
0,369,0_486_68_127_101_369,7
0,369,0_486_242_127_101_369,8
0,369,0_225_123_101_369,8
0,370,0_444_493_301_370,8
0,370,0_486_68_297_234_287_370,8
0,371,0_10_210_476_16_371,8
0,371,0_486_424_148_16_371,9
0,372,0_444_388_372,5
0,372,0_361_388_372,6
0,373,0_444_461_39_373,8
0,373,0_486_68_448_457_39_373,9
0,374,0_248_97_284_374,7
0,374,0_486_475_90_286_374,9
0,375,0_486_68_297_375,6
0,375,0_271_299_375,7
0,375,0_10_251_409_357_375,7
0,376,0_271_319_209_376,9
0,376,0_486_424_425_428_469_209_376,9
0,376,0_248_376,9
0,377,0_486_68_448_457_377,7
0,377,0_248_379_182_377,7
0,378,0_10_251_409_378,7
0,378,0_225_367_378,7
0,378,0_10_380_378,7
0,378,0_363_380_378,7
0,379,0_248_379,4
0,379,0_444_328_248_379,8
0,380,0_10_380,6
0,380,0_363_380,6
0,381,0_486_289_381,6
0,381,0_10_210_157_381,7
0,381,0_444_493_167_160_381,7
0,382,0_248_328_294_335_382,8
0,382,0_444_328_294_335_382,8
0,382,0_486_289_381_382,8
0,383,0_486_289_383,5
0,383,0_248_97_383,5
0,384,0_248_97_479_384,6
0,384,0_10_251_479_384,7
0,385,0_248_97_368_385,6
0,385,0_248_97_479_385,7
0,386,0_225_367_378_386,8
0,386,0_363_380_378_386,8
0,386,0_10_251_409_378_386,8
0,386,0_10_380_378_386,8
0,387,0_10_380_378_205_387,9
0,387,0_10_251_409_378_205_387,9
0,387,0_248_379_182_263_387,9
0,387,0_444_430_433_28_387,9
0,387,0_444_493_311_405_387,9
0,387,0_363_380_378_205_387,9
0,387,0_118_263_387,9
0,387,0_225_139_119_226_387,9
0,387,0_444_57_365_405_387,9
0,387,0_444_67_263_387,9
0,387,0_486_424_430_433_28_387,9
0,387,0_271_488_184_119_226_387,9
0,387,0_486_242_106_205_387,9
0,387,0_225_367_378_205_387,9
0,388,0_444_388,4
0,388,0_361_388,5
0,389,0_225_123_389,8
0,389,0_10_389,8
0,390,0_225_81_330_435_390,8
0,390,0_444_493_142_38_354_288_390,8
0,390,0_10_81_330_435_390,8
0,390,0_225_139_435_390,8
0,391,0_225_123_391,6
0,391,0_444_493_422_229_391,6
0,391,0_444_493_399_391,6
0,392,0_10_392,5
0,392,0_225_81_10_392,7
0,393,0_486_424_430_433_236_393,8
0,393,0_444_430_433_236_393,8
0,393,0_225_59_317_393,8
0,393,0_444_493_91_393,8
0,394,0_486_107_434_394,8
0,394,0_363_380_394,8
0,394,0_10_380_394,8
0,394,0_444_493_301_394,8
0,394,0_248_97_284_84_394,8
0,395,0_444_493_422_53_395,7
0,395,0_10_210_331_395,8
0,395,0_444_493_422_229_213_33_395,8
0,395,0_486_68_297_234_33_395,8
0,395,0_486_68_297_375_395,8
0,395,0_486_475_161_325_395,8
0,395,0_486_68_448_457_325_395,8
0,395,0_486_242_207_5_33_395,8
0,396,0_271_488_184_119_423_396,8
0,396,0_444_493_422_53_75_396,8
0,396,0_225_139_119_423_396,8
0,396,0_10_251_423_396,8
0,397,0_248_97_284_145_397,8
0,397,0_10_251_409_357_397,8
0,397,0_248_97_479_145_397,8
0,398,0_248_442_398,7
0,398,0_486_68_448_44_398,8
0,399,0_444_493_399,5
0,399,0_10_210_98_399,6
0,400,0_10_210_331_400,8
0,400,0_486_68_331_400,9
0,400,0_486_68_297_234_287_400,9
0,401,0_486_68_127_194_79_401,9
0,401,0_486_424_64_401,9
0,401,0_444_388_11_64_401,9
0,401,0_271_488_11_64_401,9
0,401,0_486_475_316_401,9
0,401,0_363_489_79_401,9
0,402,0_491_122_402,8
0,402,0_486_68_448_214_402,9
0,402,0_486_76_450_214_402,9
0,403,0_361_403,5
0,403,0_271_403,5
0,404,0_10_210_331_404,8
0,404,0_486_68_331_404,9
0,405,0_444_493_311_405,7
0,405,0_444_57_365_405,7
0,406,0_10_210_98_359_406,8
0,406,0_444_493_399_98_359_406,9
0,406,0_444_493_422_53_165_86_406,9
0,406,0_444_493_167_163_42_31_406,9
0,406,0_10_210_109_415_406,9
0,406,0_248_379_182_333_349_86_406,9
0,407,0_271_407,6
0,407,0_10_210_476_245_407,7
0,407,0_444_493_167_163_429_407,7
0,408,0_486_408,5
0,408,0_225_81_330_408,8
0,408,0_10_81_330_408,8
0,408,0_271_319_408,8
0,408,0_10_210_476_104_151_408,8
0,409,0_10_251_409,5
0,409,0_225_81_10_251_409,7
0,409,0_486_424_251_409,7
0,410,0_486_463_312_410,8
0,410,0_10_210_476_104_410,8
0,411,0_486_475_90_411,8
0,411,0_486_242_106_197_411,9
0,411,0_10_81_330_475_90_411,9
0,411,0_225_81_330_475_90_411,9
0,412,0_444_493_422_219_412,8
0,412,0_486_289_82_219_412,8
0,413,0_225_81_323_277_413,9
0,413,0_486_475_90_286_277_413,9
0,413,0_10_81_323_277_413,9
0,414,0_225_414,5
0,414,0_10_81_225_414,7
0,415,0_10_210_109_415,7
0,415,0_225_139_415,8
0,416,0_248_97_134_416,7
0,416,0_444_328_134_416,7
0,416,0_486_68_416,7
0,416,0_248_328_134_416,7
0,417,0_486_417,9
0,417,0_10_210_157_417,11
0,417,0_225_414_364_211_417,11
0,417,0_10_454_417,11
0,417,0_444_493_399_211_417,11
0,418,0_486_289_418,7
0,418,0_486_424_430_114_418,9
0,418,0_491_306_418,9
0,418,0_248_97_383_289_418,9
0,418,0_444_430_114_418,9
0,418,0_444_57_306_418,9
0,419,0_486_76_450_300_419,8
0,419,0_486_76_450_451_419,8
0,419,0_486_463_312_29_419,8
0,420,0_271_63_232_420,8
0,420,0_486_475_420,8
0,421,0_10_210_476_313_421,8
0,421,0_225_81_10_210_476_313_421,10
0,421,0_248_97_368_421,10
0,421,0_444_57_210_476_313_421,10
0,421,0_248_97_284_313_421,10
0,421,0_444_57_365_230_421,10
0,422,0_444_493_422,4
0,422,0_225_123_422,6
0,423,0_10_251_423,7
0,423,0_271_488_184_119_423,7
0,423,0_225_139_119_423,7
0,424,0_486_424,4
0,424,0_444_430_424,6
0,424,0_10_251_424,6
0,425,0_486_424_425,5
0,425,0_444_430_424_425,7
0,425,0_10_251_424_425,7
0,426,0_444_493_167_426,8
0,426,0_248_379_182_263_12_426,9
0,426,0_444_67_263_12_426,9
0,426,0_363_2_360_426,9
0,426,0_118_263_12_426,9
0,427,0_118_427,7
0,427,0_248_379_182_427,7
0,427,0_486_289_174_427,7
0,428,0_486_424_425_428,6
0,428,0_444_493_422_229_213_428,7
0,428,0_486_289_174_428,7
0,429,0_444_493_167_163_429,6
0,429,0_486_76_163_429,7
0,429,0_271_407_429,7
0,429,0_444_493_422_345_163_429,7
0,430,0_486_424_430,5
0,430,0_444_430,5
0,431,0_486_76_450_451_431,8
0,431,0_486_76_450_214_208_431,8
0,431,0_486_68_448_214_208_431,8
0,431,0_444_461_9_474_431,8
0,431,0_10_210_476_313_431,8
0,431,0_486_107_208_431,8
0,432,0_486_224_74_432,8
0,432,0_486_68_432,8
0,432,0_486_68_448_214_208_432,8
0,432,0_486_76_450_214_208_432,8
0,432,0_486_107_208_432,8
0,432,0_10_251_409_432,8
0,433,0_486_424_430_433,6
0,433,0_444_430_433,6
0,434,0_486_107_434,7
0,434,0_363_2_434,8
0,435,0_10_81_330_435,7
0,435,0_225_81_330_435,7
0,435,0_225_139_435,7
0,436,0_248_328_437_436,7
0,436,0_444_328_437_436,7
0,437,0_444_328_437,5
0,437,0_248_328_437,5
0,438,0_10_251_409_357_318_326_438,10
0,438,0_248_328_193_326_438,10
0,438,0_444_328_193_326_438,10
0,438,0_486_289_383_72_490_438,10
0,438,0_444_493_193_326_438,10
0,438,0_363_489_79_138_438,10
0,438,0_486_68_127_194_79_138_438,10
0,438,0_248_97_383_72_490_438,10
0,439,0_225_59_439,7
0,439,0_486_424_425_439,7
0,440,0_486_242_207_5_440,7
0,440,0_444_461_34_440,8
0,440,0_486_68_448_207_5_440,8
0,440,0_10_380_5_440,8
0,440,0_363_380_5_440,8
0,441,0_225_441,7
0,441,0_248_14_441,8
0,441,0_444_57_365_14_441,8
0,441,0_444_493_167_441,8
0,441,0_486_289_383_158_350_441,8
0,441,0_486_68_14_441,8
0,441,0_248_97_383_158_350_441,8
0,441,0_444_493_422_229_158_350_441,8
0,442,0_248_442,6
0,442,0_248_328_256_442,9
0,442,0_225_367_378_442,9
0,442,0_10_251_409_378_442,9
0,442,0_10_380_378_442,9
0,442,0_363_380_378_442,9
0,442,0_486_68_448_44_398_442,9
0,442,0_444_328_256_442,9
0,443,0_10_81_323_277_443,9
0,443,0_486_475_90_286_277_443,9
0,443,0_225_81_323_277_443,9
0,443,0_491_261_443,9
0,444,0_444,1
0,444,0_248_328_444,7
0,445,0_445,5
0,445,0_444_493_422_53_165_140_445,10
0,445,0_444_493_422_53_75_140_445,10
0,446,0_225_414_364_446,7
0,446,0_486_76_446,8
0,446,0_248_97_479_364_446,8
0,447,0_486_289_82_180_447,10
0,447,0_486_475_90_286_277_443_447,11
0,447,0_10_81_323_277_443_447,11
0,447,0_271_488_184_119_423_120_447,11
0,447,0_486_68_448_457_268_356_447,11
0,447,0_225_81_323_120_447,11
0,447,0_225_139_119_423_120_447,11
0,447,0_491_110_268_356_447,11
0,447,0_10_81_323_120_447,11
0,447,0_10_251_423_120_447,11
0,447,0_491_261_443_447,11
0,447,0_225_81_323_277_443_447,11
0,448,0_486_68_448,5
0,448,0_486_242_207_448,6
0,449,0_248_97_368_385_449,7
0,449,0_248_97_479_385_449,8
0,449,0_363_293_177_449,8
0,450,0_486_76_450,5
0,450,0_486_68_448_214_450,7
0,451,0_486_76_450_451,7
0,451,0_486_408_451,8
0,451,0_444_493_422_229_451,8
0,451,0_225_139_451,8
0,452,0_486_475_452,6
0,452,0_10_210_157_452,7
0,452,0_10_81_330_475_452,7
0,452,0_225_81_330_475_452,7
0,453,0_444_493_91_393_453,9
0,453,0_118_178_453,9
0,453,0_225_59_317_393_453,9
0,453,0_444_430_433_236_393_453,9
0,453,0_486_424_430_433_236_393_453,9
0,454,0_10_454,5
0,454,0_486_454,6
0,455,0_486_408_151_455,7
0,455,0_444_461_455,7
0,456,0_363_489_47_456,7
0,456,0_444_328_294_218_492_456,9
0,456,0_248_328_294_218_492_456,9
0,457,0_486_68_448_457,6
0,457,0_444_461_39_457,7
0,457,0_486_242_207_448_457,7
0,458,0_444_461_458,8
0,458,0_271_488_54_332_458,8
0,458,0_486_224_332_458,8
0,458,0_444_493_399_332_458,8
0,459,0_444_493_422_459,6
0,459,0_225_123_422_459,8
0,460,0_248_97_479_384_460,8
0,460,0_491_110_460,8
0,461,0_444_461,5
0,461,0_444_388_11_461,7
0,461,0_271_488_11_461,7
0,462,0_486_424_425_343_462,9
0,462,0_486_68_127_194_79_462,10
0,462,0_486_242_52_462,10
0,462,0_248_97_368_52_462,10
0,462,0_363_489_79_462,10
0,462,0_225_123_129_462,10
0,463,0_486_463,5
0,463,0_444_493_167_160_192_463,8
0,463,0_444_493_167_312_463,8
0,464,0_486_68_14_464,9
0,464,0_486_424_425_428_132_464,9
0,464,0_444_493_167_163_42_132_464,9
0,464,0_444_57_365_14_464,9
0,464,0_248_14_464,9
0,465,0_444_493_167_465,6
0,465,0_248_328_176_465,8
0,465,0_444_328_176_465,8
0,465,0_444_493_301_133_465,8
0,465,0_248_328_465,8
0,465,0_444_328_465,8
0,466,0_10_210_98_466,8
0,466,0_363_489_47_466,8
0,466,0_444_328_193_466,8
0,466,0_248_328_193_466,8
0,466,0_444_493_193_466,8
0,467,0_486_463_467,8
0,467,0_486_68_127_194_21_467,10
0,467,0_444_493_422_77_467,10
0,468,0_486_424_51_468,7
0,468,0_225_139_473_468,8
0,469,0_486_424_425_428_469,7
0,469,0_248_328_294_469,8
0,469,0_444_493_422_229_213_428_469,8
0,469,0_486_289_174_428_469,8
0,469,0_444_328_294_469,8
0,470,0_486_463_192_470,7
0,470,0_444_493_167_160_192_470,8
0,471,0_486_424_430_243_471,8
0,471,0_486_289_174_243_471,8
0,471,0_444_430_243_471,8
0,472,0_10_251_409_186_472,7
0,472,0_361_403_186_472,8
0,472,0_271_403_186_472,8
0,473,0_225_139_473,6
0,473,0_444_493_301_473,7
0,474,0_444_461_9_474,7
0,474,0_444_493_142_38_354_9_474,8
0,474,0_271_63_9_474,8
0,475,0_486_475,5
0,475,0_10_81_330_475,6
0,475,0_225_81_330_475,6
0,476,0_10_210_476,5
0,476,0_225_81_10_210_476,7
0,476,0_444_57_210_476,7
0,477,0_486_76_450_128_477,7
0,477,0_444_67_477,7
0,478,0_248_379_182_333_349_478,8
0,478,0_225_123_129_478,9
0,478,0_271_407_478,9
0,478,0_444_493_167_163_40_349_478,9
0,479,0_248_97_479,5
0,479,0_10_251_479,6
0,480,0_444_493_273_480,9
0,480,0_10_210_331_480,9
0,481,0_486_242_46_481,12
0,481,0_486_289_153_481,12
0,481,0_486_289_99_46_481,12
0,481,0_10_210_476_16_371_481,12
0,482,0_444_493_167_163_482,8
0,482,0_10_210_476_245_482,8
0,482,0_444_388_372_309_482,8
0,483,0_486_408_483,6
0,483,0_486_424_148_483,8
0,484,0_486_68_448_222_484,9
0,484,0_486_107_208_484,9
0,484,0_486_76_450_214_208_484,9
0,484,0_486_68_448_214_208_484,9
0,485,0_248_97_284_181_485,7
0,485,0_444_493_422_303_485,7
0,486,0_486,3
0,486,0_10_251_424_486,7
0,486,0_248_97_383_289_486,7
0,486,0_444_430_424_486,7
0,487,0_248_97_479_384_487,7
0,487,0_486_475_452_487,7
0,488,0_271_488,4
0,488,0_444_388_11_488,6
0,489,0_363_489,5
0,489,0_225_59_317_92_489,8
0,489,0_225_123_363_489,8
0,490,0_248_97_383_72_490,7
0,490,0_486_289_383_72_490,7
0,491,0_491,5
0,491,0_10_210_476_104_491,9
0,491,0_444_57_306_491,9
0,491,0_486_68_448_457_268_110_491,9
0,492,0_444_328_294_218_492,7
0,492,0_248_328_294_218_492,7
0,493,0_444_493,3
0,493,0_225_123_422_493,7
0,494,0_444_328_256_494,8
0,494,0_248_328_256_494,8
0,495,0_10_495,5
0,495,0_225_81_10_495,7
0,496,0_444_430_8_496,8
0,496,0_486_424_430_8_496,8
0,497,0_486_68_497,8
0,497,0_248_97_383_158_241_497,9
0,497,0_486_289_383_158_241_497,9
0,497,0_444_493_422_229_158_241_497,9
0,498,0_248_379_182_498,7
0,498,0_225_123_498,7
0,499,0_10_380_499,7
0,499,0_363_380_499,7
0,499,0_486_475_90_499,7
